0 0 0
0.01 0.0981 0.000981
0.02 0.1962 0.002943
0.03 0.2943 0.005886
0.04 0.3924 0.00981
0.05 0.4905 0.014715
0.06 0.5886 0.020601
0.07 0.6867 0.027468
0.08 0.7848 0.035316
0.09 0.8829 0.044145
0.1 0.981 0.053955
0.11 1.0791 0.064746
0.12 1.1772 0.076518
0.13 1.2753 0.089271
0.14 1.3734 0.103005
0.15 1.4715 0.11772
0.16 1.5696 0.133416
0.17 1.6677 0.150093
0.18 1.7658 0.167751
0.19 1.8639 0.18639
0.2 1.962 0.20601
0.21 2.0601 0.226611
0.22 2.1582 0.248193
0.23 2.2563 0.270756
0.24 2.3544 0.2943
0.25 2.4525 0.318825
0.26 2.5506 0.344331
0.27 2.6487 0.370818
0.28 2.7468 0.398286
0.29 2.8449 0.426735
0.3 2.943 0.456165
0.31 3.0411 0.486576
0.32 3.1392 0.517968
0.33 3.2373 0.550341
0.34 3.3354 0.583695
0.35 3.4335 0.61803
0.36 3.5316 0.653346
0.37 3.6297 0.689643
0.38 3.7278 0.726921
0.39 3.8259 0.76518
0.4 3.924 0.80442
0.41 4.0221 0.844641
0.42 4.1202 0.885843
0.43 4.2183 0.928026
0.44 4.3164 0.97119
0.45 4.4145 1.01534
0.46 4.5126 1.06046
0.47 4.6107 1.10657
0.48 4.7088 1.15366
0.49 4.8069 1.20173
0.5 4.905 1.25078
0.51 5.0031 1.30081
0.52 5.1012 1.35182
0.53 5.1993 1.40381
0.54 5.2974 1.45679
0.55 5.3955 1.51074
0.56 5.4936 1.56568
0.57 5.5917 1.62159
0.58 5.6898 1.67849
0.59 5.7879 1.73637
0.6 5.886 1.79523
0.61 5.9841 1.85507
0.62 6.0822 1.91589
0.63 6.1803 1.9777
0.64 6.2784 2.04048
0.65 6.3765 2.10424
0.66 6.4746 2.16899
0.67 6.5727 2.23472
0.68 6.6708 2.30143
0.69 6.7689 2.36911
0.7 6.867 2.43778
0.71 6.9651 2.50744
0.72 7.0632 2.57807
0.73 7.1613 2.64968
0.74 7.2594 2.72227
0.75 7.3575 2.79585
0.76 7.4556 2.87041
0.77 7.5537 2.94594
0.78 7.6518 3.02246
0.79 7.7499 3.09996
0.8 7.848 3.17844
0.81 7.9461 3.2579
0.82 8.0442 3.33834
0.83 8.1423 3.41977
0.84 8.2404 3.50217
0.85 8.3385 3.58555
0.86 8.4366 3.66992
0.87 8.5347 3.75527
0.88 8.6328 3.8416
0.89 8.7309 3.9289
0.9 8.829 4.01719
0.91 8.9271 4.10647
0.92 9.0252 4.19672
0.93 9.1233 4.28795
0.94 9.2214 4.38016
0.95 9.3195 4.47336
0.96 9.4176 4.56754
0.97 9.5157 4.66269
0.98 9.6138 4.75883
0.99 9.7119 4.85595
1 9.81 4.95405
1.01 9.9081 5.05313
1.02 10.0062 5.15319
1.03 10.1043 5.25424
1.04 10.2024 5.35626
1.05 10.3005 5.45926
1.06 10.3986 5.56325
1.07 10.4967 5.66822
1.08 10.5948 5.77417
1.09 10.6929 5.88109
1.1 10.791 5.989
1.11 10.8891 6.0979
1.12 10.9872 6.20777
1.13 11.0853 6.31862
1.14 11.1834 6.43045
1.15 11.2815 6.54327
1.16 11.3796 6.65707
1.17 11.4777 6.77184
1.18 11.5758 6.8876
1.19 11.6739 7.00434
1.2 11.772 7.12206
1.21 11.8701 7.24076
1.22 11.9682 7.36044
1.23 12.0663 7.48111
1.24 12.1644 7.60275
1.25 12.2625 7.72537
1.26 12.3606 7.84898
1.27 12.4587 7.97357
1.28 12.5568 8.09914
1.29 12.6549 8.22568
1.3 12.753 8.35321
1.31 12.8511 8.48173
1.32 12.9492 8.61122
1.33 13.0473 8.74169
1.34 13.1454 8.87314
1.35 13.2435 9.00558
1.36 13.3416 9.139
1.37 13.4397 9.27339
1.38 13.5378 9.40877
1.39 13.6359 9.54513
1.4 13.734 9.68247
1.41 13.8321 9.82079
1.42 13.9302 9.96009
1.43 14.0283 10.1004
1.44 14.1264 10.2416
1.45 14.2245 10.3839
1.46 14.3226 10.5271
1.47 14.4207 10.6713
1.48 14.5188 10.8165
1.49 14.6169 10.9627
1.5 14.715 11.1098
1.51 14.8131 11.258
1.52 14.9112 11.4071
1.53 15.0093 11.5572
1.54 15.1074 11.7082
1.55 15.2055 11.8603
1.56 15.3036 12.0133
1.57 15.4017 12.1673
1.58 15.4998 12.3223
1.59 15.5979 12.4783
1.6 15.696 12.6353
1.61 15.7941 12.7932
1.62 15.8922 12.9521
1.63 15.9903 13.112
1.64 16.0884 13.2729
1.65 16.1865 13.4348
1.66 16.2846 13.5976
1.67 16.3827 13.7615
1.68 16.4808 13.9263
1.69 16.5789 14.0921
1.7 16.677 14.2588
1.71 16.7751 14.4266
1.72 16.8732 14.5953
1.73 16.9713 14.765
1.74 17.0694 14.9357
1.75 17.1675 15.1074
1.76 17.2656 15.2801
1.77 17.3637 15.4537
1.78 17.4618 15.6283
1.79 17.5599 15.8039
1.8 17.658 15.9805
1.81 17.7561 16.1581
1.82 17.8542 16.3366
1.83 17.9523 16.5161
1.84 18.0504 16.6966
1.85 18.1485 16.8781
1.86 18.2466 17.0606
1.87 18.3447 17.244
1.88 18.4428 17.4284
1.89 18.5409 17.6139
1.9 18.639 17.8002
1.91 18.7371 17.9876
1.92 18.8352 18.176
1.93 18.9333 18.3653
1.94 19.0314 18.5556
1.95 19.1295 18.7469
1.96 19.2276 18.9392
1.97 19.3257 19.1324
1.98 19.4238 19.3267
1.99 19.5219 19.5219
2 19.62 19.7181
2.01 19.7181 19.9153
2.02 19.8162 20.1134
2.03 19.9143 20.3126
2.04 20.0124 20.5127
2.05 20.1105 20.7138
2.06 20.2086 20.9159
2.07 20.3067 21.119
2.08 20.4048 21.323
2.09 20.5029 21.528
2.1 20.601 21.7341
2.11 20.6991 21.941
2.12 20.7972 22.149
